,id,city,lat,lon,dt,sunrise,sunset,moonrise,moonset,moon_phase,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,weather_id,weather_main,weather_description,weather_icon,clouds,pop,uvi,rain
186,23,Uzes,44.0121279,4.4196718,1663844400,1663824552,1663868465,1663809900,1663864680,0.89,21.33,10.78,22.64,15.25,19.87,10.78,20.62,15.13,19.58,9.51,1019,42,8.1,5.26,208,6.94,802,Clouds,scattered clouds,03d,43,0.1,4.79,
187,23,Uzes,44.0121279,4.4196718,1663930800,1663911020,1663954753,1663900260,1663952520,0.92,20.44,14.71,21.33,15.9,17.78,15.94,20.18,15.66,17.55,15.7,1018,63,13.31,3.95,205,4.38,500,Rain,light rain,10d,100,0.21,2.48,0.23
188,23,Uzes,44.0121279,4.4196718,1664017200,1663997489,1664041041,1663990680,1664040180,0.95,16.95,14.41,16.98,15.15,16.07,14.41,16.79,14.94,15.87,14.23,1017,80,13.48,2.05,89,3.09,500,Rain,light rain,10d,100,1.0,0.15,2.39
189,23,Uzes,44.0121279,4.4196718,1664103600,1664083958,1664127329,1664081160,1664127780,0.98,14.12,13.78,15.24,14.11,13.78,13.89,14.12,14.03,13.72,13.84,1011,97,13.52,4.64,29,9.32,502,Rain,heavy intensity rain,10d,100,1.0,1.0,33.31
190,23,Uzes,44.0121279,4.4196718,1664190000,1664170426,1664213617,1664171640,1664215320,0.0,18.13,14.16,20.02,14.37,16.27,14.27,18.04,14.08,16.15,14.15,1008,78,14.19,2.13,245,3.0,500,Rain,light rain,10d,99,1.0,1.0,2.92
191,23,Uzes,44.0121279,4.4196718,1664276400,1664256895,1664299906,1664262240,1664302980,0.05,20.48,11.4,20.48,11.93,14.15,11.4,19.73,11.08,13.63,10.71,1008,44,7.98,4.2,272,7.29,801,Clouds,few clouds,02d,12,0.08,1.0,
192,24,Nimes,43.8374249,4.3600687,1663671600,1663651633,1663695902,1663629600,1663688100,0.83,20.38,12.13,23.66,16.6,20.1,12.13,19.39,15.39,19.05,10.76,1018,35,4.43,8.5,15,16.42,800,Clear,clear sky,01d,0,0.0,4.64,
193,24,Nimes,43.8374249,4.3600687,1663758000,1663738100,1663782190,1663719660,1663776540,0.86,21.7,12.29,23.58,15.85,21.17,12.4,20.74,14.74,20.44,11.13,1018,31,3.99,6.89,13,12.6,801,Clouds,few clouds,02d,23,0.1,4.61,
194,24,Nimes,43.8374249,4.3600687,1663844400,1663824568,1663868478,1663809960,1663864620,0.89,20.38,13.22,22.64,16.54,20.42,13.59,19.65,16.44,20.16,12.39,1020,45,7.9,5.14,205,6.2,803,Clouds,broken clouds,04d,73,0.1,2.32,
195,24,Nimes,43.8374249,4.3600687,1663930800,1663911036,1663954767,1663900320,1663952520,0.92,21.73,15.78,21.73,16.99,18.71,16.42,21.47,16.7,18.46,16.15,1018,58,13.1,3.92,199,3.87,500,Rain,light rain,10d,94,0.2,2.38,0.13
196,24,Nimes,43.8374249,4.3600687,1664017200,1663997503,1664041055,1663990740,1664040180,0.95,17.35,15.29,17.35,16.31,16.31,15.29,17.23,16.11,16.16,15.17,1017,80,13.83,2.88,86,4.47,500,Rain,light rain,10d,100,1.0,0.14,2.9
197,24,Nimes,43.8374249,4.3600687,1664103600,1664083972,1664127344,1664081160,1664127780,0.98,15.61,14.56,15.86,14.75,14.56,15.15,15.65,14.71,14.53,15.2,1010,93,14.37,5.26,32,9.38,502,Rain,heavy intensity rain,10d,100,1.0,1.0,30.79
198,24,Nimes,43.8374249,4.3600687,1664190000,1664170440,1664213633,1664171640,1664215380,0.0,18.36,14.84,20.32,15.54,17.09,14.96,18.29,15.32,17.0,14.89,1008,78,14.4,2.1,27,3.88,500,Rain,light rain,10d,100,1.0,1.0,3.76
199,24,Nimes,43.8374249,4.3600687,1664276400,1664256908,1664299922,1664262240,1664302980,0.05,20.99,12.52,20.99,14.09,16.12,12.52,20.29,13.12,15.62,11.89,1009,44,8.31,6.04,275,9.62,800,Clear,clear sky,01d,9,0.05,1.0,
200,25,Aigues Mortes,43.5658225,4.1912837,1663671600,1663651677,1663695939,1663629720,1663688100,0.83,20.4,14.55,24.74,18.51,21.6,14.55,19.33,17.51,20.78,13.39,1018,32,3.17,7.29,4,13.97,800,Clear,clear sky,01d,0,0.0,4.64,
201,25,Aigues Mortes,43.5658225,4.1912837,1663758000,1663738143,1663782228,1663719720,1663776540,0.86,22.01,14.03,23.59,18.31,21.88,14.31,21.13,17.66,21.4,13.21,1018,33,4.92,6.59,9,11.64,800,Clear,clear sky,01d,9,0.07,4.61,
202,25,Aigues Mortes,43.5658225,4.1912837,1663844400,1663824610,1663868517,1663810020,1663864620,0.89,19.41,16.27,21.61,19.37,20.91,16.46,18.76,19.24,20.75,15.49,1020,52,9.33,4.95,193,5.72,804,Clouds,overcast clouds,04d,93,0.22,2.32,
203,25,Aigues Mortes,43.5658225,4.1912837,1663930800,1663911077,1663954806,1663900380,1663952520,0.92,21.45,18.73,21.45,19.77,20.25,19.16,21.3,19.53,20.0,19.04,1018,63,14.02,4.4,169,4.36,500,Rain,light rain,10d,88,0.21,2.38,0.1
204,25,Aigues Mortes,43.5658225,4.1912837,1664017200,1663997544,1664041095,1663990800,1664040240,0.95,18.2,16.82,20.05,17.46,17.7,16.82,18.24,17.38,17.59,16.86,1016,83,15.19,5.2,88,6.79,501,Rain,moderate rain,10d,100,0.99,0.14,6.18
205,25,Aigues Mortes,43.5658225,4.1912837,1664103600,1664084012,1664127385,1664081220,1664127840,0.98,18.0,15.56,18.72,15.79,15.96,18.13,18.23,15.8,16.01,18.32,1010,91,16.41,7.36,37,10.15,501,Rain,moderate rain,10d,100,1.0,1.0,28.81
206,25,Aigues Mortes,43.5658225,4.1912837,1664190000,1664170479,1664213674,1664171700,1664215440,0.0,18.27,15.8,20.0,17.49,19.43,15.8,18.24,17.17,19.15,15.79,1009,80,14.71,5.25,298,6.36,501,Rain,moderate rain,10d,100,1.0,1.0,6.76
207,25,Aigues Mortes,43.5658225,4.1912837,1664276400,1664256947,1664299964,1664262300,1664303040,0.05,20.84,15.36,20.84,16.01,17.85,15.37,20.29,15.31,17.41,14.89,1009,50,10.06,7.91,291,10.88,500,Rain,light rain,10d,4,0.31,1.0,0.16
208,26,Saintes Maries de la mer,43.4522771,4.4287172,1663671600,1663651621,1663695880,1663629720,1663687980,0.83,20.65,15.31,23.43,19.19,21.25,15.31,19.76,18.31,20.5,14.31,1017,38,5.84,11.71,4,18.11,800,Clear,clear sky,01d,0,0.0,4.69,
209,26,Saintes Maries de la mer,43.4522771,4.4287172,1663758000,1663738088,1663782170,1663719720,1663776420,0.86,21.03,15.3,22.92,19.31,21.63,15.53,20.23,19.02,21.36,14.6,1018,40,6.64,11.0,3,16.13,500,Rain,light rain,10d,6,0.31,4.72,0.18
210,26,Saintes Maries de la mer,43.4522771,4.4287172,1663844400,1663824554,1663868459,1663810020,1663864560,0.89,19.2,16.66,21.35,20.06,20.72,16.85,18.74,19.82,20.6,16.11,1020,60,11.26,4.84,185,5.14,500,Rain,light rain,10d,82,0.31,3.73,0.23
211,26,Saintes Maries de la mer,43.4522771,4.4287172,1663930800,1663911021,1663954749,1663900320,1663952460,0.92,21.21,19.39,21.21,20.37,20.61,19.46,21.06,20.08,20.32,19.34,1018,64,14.15,4.81,170,4.67,802,Clouds,scattered clouds,03d,45,0.02,3.56,
212,26,Saintes Maries de la mer,43.4522771,4.4287172,1664017200,1663997487,1664041038,1663990740,1664040180,0.95,18.38,17.51,20.45,18.08,18.36,17.51,18.44,18.06,18.26,17.48,1016,83,15.33,5.74,91,7.88,500,Rain,light rain,10d,100,1.0,1.0,5.94
213,26,Saintes Maries de la mer,43.4522771,4.4287172,1664103600,1664083954,1664127328,1664081160,1664127780,0.98,18.8,16.52,19.41,16.52,17.33,19.11,19.01,16.53,17.42,19.27,1009,87,16.66,8.66,135,10.5,501,Rain,moderate rain,10d,100,1.0,1.0,29.31
214,26,Saintes Maries de la mer,43.4522771,4.4287172,1664190000,1664170421,1664213618,1664171640,1664215380,0.0,18.07,16.47,19.65,17.81,19.65,16.47,18.05,17.5,19.5,16.39,1008,81,14.72,5.58,288,6.02,500,Rain,light rain,10d,100,1.0,1.0,4.84
215,26,Saintes Maries de la mer,43.4522771,4.4287172,1664276400,1664256889,1664299908,1664262180,1664303040,0.05,20.38,15.72,20.45,16.25,18.38,15.89,19.86,15.63,18.02,15.47,1009,53,10.45,8.62,294,11.11,500,Rain,light rain,10d,6,0.32,1.0,0.19
216,27,Collioure,42.52505,3.0831554,1663671600,1663651957,1663696191,1663630260,1663688100,0.83,25.32,17.11,26.28,19.97,23.34,17.11,24.64,19.01,22.77,15.97,1017,28,5.52,4.19,25,6.29,800,Clear,clear sky,01d,0,0.0,4.98,
217,27,Collioure,42.52505,3.0831554,1663758000,1663738420,1663782483,1663720260,1663776600,0.86,24.39,17.33,24.39,17.69,20.69,17.33,23.72,17.03,20.09,16.19,1018,32,5.49,4.72,51,5.43,800,Clear,clear sky,01d,0,0.0,4.95,
218,27,Collioure,42.52505,3.0831554,1663844400,1663824884,1663868775,1663810500,1663864740,0.89,22.19,16.17,23.14,19.66,21.35,16.17,22.03,19.61,21.29,15.51,1019,60,13.48,5.18,144,5.24,801,Clouds,few clouds,02d,12,0.12,4.91,
219,27,Collioure,42.52505,3.0831554,1663930800,1663911348,1663955068,1663900800,1663952640,0.92,23.43,17.6,23.49,19.99,21.47,17.6,23.45,20.21,21.55,17.66,1017,62,15.15,6.66,148,7.62,500,Rain,light rain,10d,63,0.53,3.99,1.01
220,27,Collioure,42.52505,3.0831554,1664017200,1663997812,1664041360,1663991220,1664040420,0.95,20.32,17.61,20.32,18.09,18.93,17.61,20.42,18.41,19.25,17.75,1015,77,15.56,4.22,39,4.68,501,Rain,moderate rain,10d,68,1.0,1.35,30.59
221,27,Collioure,42.52505,3.0831554,1664103600,1664084276,1664127653,1664081580,1664128080,0.98,20.97,17.18,20.97,17.82,18.2,17.25,20.82,17.96,18.22,17.35,1010,65,13.57,4.76,355,5.75,501,Rain,moderate rain,10d,100,1.0,2.0,5.22
222,27,Collioure,42.52505,3.0831554,1664190000,1664170740,1664213945,1664172000,1664215680,0.0,20.49,16.6,21.03,17.46,18.48,16.6,20.08,17.01,18.03,16.61,1009,57,11.19,5.73,328,7.26,500,Rain,light rain,10d,86,0.38,2.0,0.18
223,27,Collioure,42.52505,3.0831554,1664276400,1664257204,1664300238,1664262480,1664303400,0.05,21.89,15.27,21.89,17.24,17.8,15.27,21.44,16.87,17.49,14.81,1010,50,10.12,7.8,337,10.88,500,Rain,light rain,10d,16,0.3,2.0,0.62
224,28,Carcassonne,43.2130358,2.3491069,1663671600,1663652124,1663696376,1663630260,1663688460,0.83,21.72,12.02,26.13,16.17,23.86,12.02,20.91,14.76,22.9,10.53,1019,37,6.41,6.43,304,8.7,800,Clear,clear sky,01d,0,0.0,5.01,
225,28,Carcassonne,43.2130358,2.3491069,1663758000,1663738590,1663782666,1663720260,1663776900,0.86,23.49,11.15,26.25,14.97,23.3,11.19,22.57,13.93,22.39,9.88,1018,26,2.52,4.56,301,6.82,800,Clear,clear sky,01d,5,0.0,4.86,
226,28,Carcassonne,43.2130358,2.3491069,1663844400,1663825055,1663868956,1663810560,1663865040,0.89,23.54,12.85,25.33,16.02,21.46,12.85,23.15,16.03,21.31,12.02,1018,46,10.42,5.61,100,7.41,802,Clouds,scattered clouds,03d,25,0.01,4.92,
227,28,Carcassonne,43.2130358,2.3491069,1663930800,1663911521,1663955246,1663900920,1663952940,0.92,24.8,15.2,24.8,16.96,19.02,15.23,24.67,17.19,19.04,15.24,1016,51,13.29,7.61,95,9.88,501,Rain,moderate rain,10d,84,1.0,4.51,9.28
228,28,Carcassonne,43.2130358,2.3491069,1664017200,1663997987,1664041537,1663991280,1664040660,0.95,19.08,14.91,19.08,16.1,16.97,14.91,19.16,16.25,17.12,14.94,1015,81,15.04,5.48,96,8.3,501,Rain,moderate rain,10d,77,1.0,3.15,7.06
229,28,Carcassonne,43.2130358,2.3491069,1664103600,1664084453,1664127827,1664081700,1664128260,0.98,16.34,14.67,17.96,14.67,15.46,15.39,16.22,14.54,15.36,15.47,1011,84,12.9,3.91,281,5.93,500,Rain,light rain,10d,100,1.0,4.0,4.0
230,28,Carcassonne,43.2130358,2.3491069,1664190000,1664170920,1664214118,1664172180,1664215860,0.0,17.19,13.34,19.21,14.56,15.92,13.34,16.79,14.08,15.42,13.16,1010,70,10.94,4.74,306,7.89,500,Rain,light rain,10d,99,0.41,4.0,0.32
231,28,Carcassonne,43.2130358,2.3491069,1664276400,1664257386,1664300409,1664262720,1664303520,0.05,22.02,10.98,22.02,13.45,14.96,10.98,21.35,12.99,14.73,10.59,1009,41,7.72,7.35,296,13.54,500,Rain,light rain,10d,5,0.51,4.0,1.16
232,29,Ariege,42.9455368,1.4065544156065486,1663671600,1663652354,1663696598,1663630560,1663688640,0.83,16.34,7.23,19.23,8.98,15.6,7.23,14.92,7.67,14.18,5.93,1020,34,0.46,3.33,332,3.57,800,Clear,clear sky,01d,0,0.0,5.29,
233,29,Ariege,42.9455368,1.4065544156065486,1663758000,1663738819,1663782889,1663720560,1663777080,0.86,17.58,7.0,19.09,9.13,15.48,7.05,16.2,7.99,14.13,5.93,1019,31,1.61,2.78,349,2.69,800,Clear,clear sky,01d,0,0.01,5.24,
234,29,Ariege,42.9455368,1.4065544156065486,1663844400,1663825284,1663869180,1663810860,1663865220,0.89,18.7,7.15,20.24,10.37,16.24,7.15,17.41,9.08,15.15,6.0,1018,30,2.03,2.44,181,2.91,801,Clouds,few clouds,02d,21,0.03,5.25,
235,29,Ariege,42.9455368,1.4065544156065486,1663930800,1663911749,1663955471,1663901160,1663953120,0.92,20.06,9.17,20.06,10.03,10.63,9.17,19.11,9.57,10.2,8.13,1015,38,6.71,2.49,181,3.94,501,Rain,moderate rain,10d,100,0.95,4.47,7.43
236,29,Ariege,42.9455368,1.4065544156065486,1664017200,1663998214,1664041762,1663991580,1664040840,0.95,14.24,7.22,14.24,9.72,10.04,7.22,13.55,9.72,9.68,6.66,1014,70,10.33,2.0,4,2.17,500,Rain,light rain,10d,46,0.99,4.43,6.67
237,29,Ariege,42.9455368,1.4065544156065486,1664103600,1664084679,1664128054,1664081940,1664128500,0.98,8.4,6.14,9.42,6.14,7.51,8.0,8.4,6.14,7.51,8.0,1012,97,9.57,1.16,290,3.33,500,Rain,light rain,10d,100,0.99,5.0,4.86
238,29,Ariege,42.9455368,1.4065544156065486,1664190000,1664171145,1664214345,1664172420,1664216100,0.0,10.58,6.23,10.68,7.52,8.23,6.23,9.65,7.52,8.23,6.23,1011,75,7.77,1.72,320,2.78,500,Rain,light rain,10d,97,0.44,5.0,0.61
239,29,Ariege,42.9455368,1.4065544156065486,1664276400,1664257610,1664300637,1664262960,1664303820,0.05,16.05,4.93,16.05,6.14,7.63,4.93,14.73,5.0,5.8,3.8,1009,39,3.51,3.06,327,7.94,500,Rain,light rain,10d,3,0.52,5.0,1.66
240,30,Toulouse,43.6044622,1.4442469,1663671600,1663652336,1663696598,1663630380,1663688760,0.83,20.5,11.28,25.69,17.1,24.06,11.28,19.6,15.62,23.02,9.95,1020,38,5.71,4.43,311,5.67,800,Clear,clear sky,01d,0,0.0,4.92,
241,30,Toulouse,43.6044622,1.4442469,1663758000,1663738803,1663782887,1663720440,1663777200,0.86,21.83,10.57,25.42,17.15,23.61,10.77,20.8,15.81,22.63,9.52,1019,28,2.3,3.8,261,6.78,801,Clouds,few clouds,02d,13,0.0,4.86,
242,30,Toulouse,43.6044622,1.4442469,1663844400,1663825270,1663869176,1663810740,1663865340,0.89,23.35,11.76,26.77,17.11,24.82,11.9,22.47,16.99,24.11,10.61,1018,28,3.82,4.68,136,9.77,803,Clouds,broken clouds,04d,55,0.0,4.96,
243,30,Toulouse,43.6044622,1.4442469,1663930800,1663911737,1663955465,1663901040,1663953180,0.92,26.18,14.21,26.36,17.09,17.51,14.21,26.18,17.18,17.48,14.09,1015,39,11.29,4.47,127,9.5,501,Rain,moderate rain,10d,100,0.85,4.0,9.84
244,30,Toulouse,43.6044622,1.4442469,1664017200,1663998204,1664041754,1663991520,1664040900,0.95,20.46,14.37,20.89,16.27,17.26,14.37,20.21,16.35,17.29,14.34,1014,63,13.06,3.12,159,6.66,501,Rain,moderate rain,10d,70,1.0,4.42,9.03
245,30,Toulouse,43.6044622,1.4442469,1664103600,1664084671,1664128043,1664081940,1664128500,0.98,15.59,14.57,16.64,14.57,15.06,14.63,15.42,14.33,14.84,14.47,1011,85,12.89,3.25,298,5.92,501,Rain,moderate rain,10d,100,1.0,5.0,7.49
246,30,Toulouse,43.6044622,1.4442469,1664190000,1664171139,1664214333,1664172360,1664216100,0.0,17.64,13.06,18.7,14.81,16.49,13.26,17.13,14.3,15.87,13.07,1011,64,10.73,4.24,279,6.64,500,Rain,light rain,10d,94,0.77,5.0,2.37
247,30,Toulouse,43.6044622,1.4442469,1664276400,1664257607,1664300622,1664262960,1664303760,0.05,18.11,11.39,18.11,12.81,13.35,11.39,17.7,12.13,12.83,10.8,1010,66,11.28,8.73,285,13.88,500,Rain,light rain,10d,34,0.9,5.0,2.88
248,31,Montauban,44.0175835,1.3549991,1663671600,1663652352,1663696625,1663630320,1663688880,0.83,19.46,9.43,26.13,14.68,24.1,9.43,18.3,13.14,23.11,9.43,1020,32,2.35,3.84,318,4.47,800,Clear,clear sky,01d,0,0.0,4.87,
249,31,Montauban,44.0175835,1.3549991,1663758000,1663738820,1663782912,1663720320,1663777320,0.86,21.22,8.93,25.13,16.39,23.25,9.02,20.15,15.05,22.31,9.02,1019,29,2.71,2.62,302,2.58,802,Clouds,scattered clouds,03d,47,0.0,4.78,
250,31,Montauban,44.0175835,1.3549991,1663844400,1663825288,1663869200,1663810680,1663865400,0.89,23.28,10.41,26.54,16.14,24.22,10.59,22.55,15.59,23.43,9.43,1018,34,6.26,3.34,152,4.3,803,Clouds,broken clouds,04d,68,0.0,4.87,
251,31,Montauban,44.0175835,1.3549991,1663930800,1663911757,1663955488,1663901040,1663953240,0.92,25.38,12.9,27.21,15.78,17.48,12.9,25.1,15.71,17.29,12.65,1015,43,11.88,3.1,144,4.86,500,Rain,light rain,10d,100,0.78,3.88,1.81
252,31,Montauban,44.0175835,1.3549991,1664017200,1663998225,1664041776,1663991460,1664040960,0.95,21.65,13.55,21.65,15.33,16.63,13.55,21.36,15.37,16.67,13.44,1014,57,12.76,2.83,250,3.37,501,Rain,moderate rain,10d,58,0.98,4.37,9.38
253,31,Montauban,44.0175835,1.3549991,1664103600,1664084694,1664128064,1664081940,1664128500,0.98,16.73,14.46,16.73,14.78,15.42,14.46,16.55,14.56,15.18,14.36,1011,80,13.22,2.7,272,4.31,502,Rain,heavy intensity rain,10d,98,0.98,5.0,20.67
254,31,Montauban,44.0175835,1.3549991,1664190000,1664171163,1664214352,1664172420,1664216100,0.0,17.19,12.95,18.79,13.08,14.96,13.13,16.79,12.64,14.52,13.01,1011,70,11.66,3.72,278,5.71,500,Rain,light rain,10d,91,1.0,5.0,5.88
255,31,Montauban,44.0175835,1.3549991,1664276400,1664257632,1664300640,1664263020,1664303700,0.05,14.34,10.6,16.66,10.84,12.51,10.6,14.21,10.07,11.88,10.14,1010,91,12.86,7.31,267,11.97,500,Rain,light rain,10d,54,0.91,5.0,3.04
256,32,Biarritz,43.471143749999996,-1.552726590666314,1663671600,1663653058,1663697314,1663631160,1663689480,0.83,18.21,13.64,19.13,15.59,18.45,13.64,17.86,14.93,17.66,13.12,1022,68,12.21,4.01,226,4.99,800,Clear,clear sky,01d,0,0.0,5.15,
257,32,Biarritz,43.471143749999996,-1.552726590666314,1663758000,1663739524,1663783604,1663721220,1663777920,0.86,18.77,13.99,19.14,15.39,18.18,14.47,18.01,14.76,17.49,14.04,1020,50,8.02,4.08,228,5.01,800,Clear,clear sky,01d,4,0.0,4.94,
258,32,Biarritz,43.471143749999996,-1.552726590666314,1663844400,1663825991,1663869893,1663811460,1663866060,0.89,20.48,13.6,20.88,16.83,20.0,13.62,19.94,16.45,19.7,12.89,1018,52,9.86,3.77,220,4.59,803,Clouds,broken clouds,04d,61,0.0,4.95,
259,32,Biarritz,43.471143749999996,-1.552726590666314,1663930800,1663912457,1663956183,1663901820,1663953900,0.92,18.33,16.15,19.59,16.33,17.63,16.28,18.39,16.19,17.59,15.92,1017,83,15.36,2.4,292,3.45,500,Rain,light rain,10d,100,0.78,3.89,4.42
260,32,Biarritz,43.471143749999996,-1.552726590666314,1664017200,1663998924,1664042472,1663992240,1664041620,0.95,18.04,15.62,18.38,16.03,17.36,15.9,17.86,15.78,17.11,15.66,1015,75,13.58,2.97,342,3.0,500,Rain,light rain,10d,100,0.49,4.13,1.02
261,32,Biarritz,43.471143749999996,-1.552726590666314,1664103600,1664085391,1664128762,1664082660,1664129220,0.98,16.35,14.92,17.93,14.92,15.86,15.26,16.05,14.61,15.43,14.77,1012,77,12.35,3.93,296,5.93,501,Rain,moderate rain,10d,89,0.89,5.0,9.76
262,32,Biarritz,43.471143749999996,-1.552726590666314,1664190000,1664171858,1664215052,1664173140,1664216820,0.0,17.37,13.6,18.13,15.55,15.83,13.6,17.02,15.14,15.45,13.42,1012,71,12.12,4.59,296,5.16,501,Rain,moderate rain,10d,77,0.89,5.0,13.0
263,32,Biarritz,43.471143749999996,-1.552726590666314,1664276400,1664258325,1664301342,1664263740,1664304480,0.05,16.9,14.52,17.56,14.95,14.78,15.3,16.66,14.35,14.3,15.0,1013,77,12.87,7.36,260,11.87,500,Rain,light rain,10d,79,0.98,5.0,7.52
264,33,Bayonne,43.4945144,-1.4736657,1663671600,1663653038,1663697296,1663631160,1663689480,0.83,18.71,12.84,19.85,15.41,18.94,12.84,18.39,14.76,18.17,12.35,1022,67,12.46,3.67,320,4.9,800,Clear,clear sky,01d,0,0.0,5.15,
265,33,Bayonne,43.4945144,-1.4736657,1663758000,1663739505,1663783585,1663721160,1663777920,0.86,19.67,13.5,19.84,15.18,18.59,14.06,18.95,14.58,17.94,13.64,1020,48,7.84,3.86,307,5.2,800,Clear,clear sky,01d,4,0.0,5.0,
266,33,Bayonne,43.4945144,-1.4736657,1663844400,1663825971,1663869874,1663811460,1663866000,0.89,21.37,13.05,21.67,16.5,20.63,13.1,20.84,16.16,20.34,12.37,1018,49,9.74,3.5,220,4.82,803,Clouds,broken clouds,04d,64,0.0,4.95,
267,33,Bayonne,43.4945144,-1.4736657,1663930800,1663912438,1663956164,1663901820,1663953900,0.92,18.53,15.85,20.03,16.09,17.74,15.97,18.66,16.03,17.76,15.63,1017,85,15.83,2.37,296,3.58,500,Rain,light rain,10d,100,0.81,3.9,4.72
268,33,Bayonne,43.4945144,-1.4736657,1664017200,1663998905,1664042453,1663992240,1664041620,0.95,18.45,15.48,18.95,16.29,17.65,15.94,18.31,16.06,17.43,15.76,1015,75,13.79,2.91,340,3.27,500,Rain,light rain,10d,100,0.5,4.02,0.8
269,33,Bayonne,43.4945144,-1.4736657,1664103600,1664085372,1664128743,1664082660,1664129160,0.98,16.56,14.99,18.47,14.99,16.09,15.24,16.33,14.76,15.69,14.83,1012,79,12.69,3.51,296,5.82,501,Rain,moderate rain,10d,92,0.89,5.0,9.07
270,33,Bayonne,43.4945144,-1.4736657,1664190000,1664171839,1664215033,1664173140,1664216760,0.0,17.69,13.56,18.82,15.21,15.9,13.56,17.42,14.82,15.56,13.45,1012,73,12.57,4.61,295,5.1,501,Rain,moderate rain,10d,84,0.91,5.0,12.29
271,33,Bayonne,43.4945144,-1.4736657,1664276400,1664258307,1664301323,1664263740,1664304480,0.05,17.02,14.46,17.85,15.0,14.83,15.41,16.84,14.46,14.38,15.17,1013,79,13.15,7.04,260,11.79,500,Rain,light rain,10d,84,1.0,5.0,7.42
272,34,La Rochelle,46.1591126,-1.1520434,1663671600,1663652923,1663697256,1663630320,1663690080,0.83,17.38,12.0,21.44,16.68,21.04,12.0,16.45,15.84,20.24,11.06,1024,49,6.57,7.32,45,12.2,800,Clear,clear sky,01d,0,0.0,4.71,
273,34,La Rochelle,46.1591126,-1.1520434,1663758000,1663739398,1663783537,1663720440,1663778400,0.86,19.75,12.5,22.3,16.74,21.72,12.8,18.85,15.8,21.04,12.07,1022,41,6.13,6.64,55,11.5,800,Clear,clear sky,01d,3,0.0,4.55,
274,34,La Rochelle,46.1591126,-1.1520434,1663844400,1663825874,1663869818,1663810800,1663866420,0.89,20.26,13.03,21.87,17.41,20.28,13.2,19.28,16.51,19.67,12.04,1019,36,4.44,6.22,311,10.08,802,Clouds,scattered clouds,03d,48,0.0,3.95,
275,34,La Rochelle,46.1591126,-1.1520434,1663930800,1663912349,1663956098,1663901280,1663954140,0.92,20.25,15.56,20.25,16.79,18.05,15.56,19.27,16.38,17.69,14.27,1016,36,4.08,4.98,322,6.16,804,Clouds,overcast clouds,04d,100,0.0,3.64,
276,34,La Rochelle,46.1591126,-1.1520434,1664017200,1663998825,1664042379,1663991880,1664041740,0.95,18.12,15.37,18.12,15.92,17.02,16.29,17.79,15.53,16.58,16.12,1015,69,12.12,5.55,300,6.48,500,Rain,light rain,10d,73,0.44,3.75,0.42
277,34,La Rochelle,46.1591126,-1.1520434,1664103600,1664085300,1664128660,1664082420,1664129160,0.98,18.78,11.77,19.2,16.59,18.22,11.77,18.1,16.08,17.74,11.35,1011,53,8.77,6.44,307,7.89,800,Clear,clear sky,01d,1,0.16,4.0,
278,34,La Rochelle,46.1591126,-1.1520434,1664190000,1664171776,1664214942,1664173020,1664216640,0.0,18.96,13.96,18.96,16.37,16.88,13.96,18.37,15.92,16.45,13.37,1010,56,9.76,6.81,277,8.52,801,Clouds,few clouds,02d,17,0.18,4.0,
279,34,La Rochelle,46.1591126,-1.1520434,1664276400,1664258252,1664301223,1664263800,1664304180,0.05,15.92,12.91,17.01,12.91,14.76,14.77,14.85,11.56,13.57,14.13,1011,49,5.28,10.14,269,14.11,500,Rain,light rain,10d,73,1.0,4.0,5.06
